"0","# Load the necessary library"
"0","library(dplyr)"
"0",""
"0","# Assuming your data is already loaded into a DataFrame named data"
"0","# Make sure to convert Texture to a factor if it isn't already"
"0","data$Texture <- as.factor(data$Texture_Group)"
"0",""
"0","# Perform the ANOVA"
"0","anova_result <- aov(Hay.Yield..ton.acre. ~ Texture_Group, data = data)"
"0",""
"0","# Display the summary of the ANOVA test"
"0","summary(anova_result)"
"1","             "
"1","   Df"
"1"," Sum Sq"
"1"," Mean Sq"
"1"," F value"
"1"," Pr(>F)"
"1","    "
"1","
Texture_Group"
"1","    6"
"1","    629"
"1","  104.77"
"1","   73.68"
"1"," <2e-16"
"1"," ***"
"1","
Residuals    "
"1"," 8506"
"1","  12096"
"1","    1.42"
"1","        "
"1","       "
"1","    "
"1","
"
"1","---
Signif. codes:  "
"1",""
"1","0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1"
"1","
"
